line;met;real;feet;feet_number;meter_quality;line_n;title;author;meter_nuber
I love the language,  that soft bastard Latin,;-+-+-+-+-+;-+-+--++-+-;I love |the lang|uage,  that |soft bast|ard Latin,;pentameter;iambic;1;Beppo (stanza XLIV) (1817);Lord Byron;
Which melts like kisses from a female mouth,;-+-+-+-+-+;-+-+-+-+-+;Which melts |like kiss|es from |a fe|male mouth,;pentameter;iambic;2;Beppo (stanza XLIV) (1817);Lord Byron;
And sounds as if it should be writ on satin,;-+-+-+-+-+;-+-+-+-+-+-;And sounds |as if |it should |be writ |on satin,;pentameter;iambic;3;Beppo (stanza XLIV) (1817);Lord Byron;
With syllables which breathe of the sweet South,;-+-+-+-+-+;-+-+-+--++;With syll|ables |which breathe |of the |sweet South,;pentameter;iambic;4;Beppo (stanza XLIV) (1817);Lord Byron;
And gentle liquids gliding all so pat in,;-+-+-+-+-+;-+-+-+-+-+-;And gent|le li|quids glid|ing all |so pat in,;pentameter;iambic;5;Beppo (stanza XLIV) (1817);Lord Byron;
That not a single accent seems uncouth.;-+-+-+-+-+;-+-+-+-+-+;That not |a sing|le acc|ent seems |uncouth.;pentameter;iambic;6;Beppo (stanza XLIV) (1817);Lord Byron;
Like our harsh northern whistling, grunting guttural,;-+-+-+-+-+;--++-+-+-+--;Like our |harsh north|ern whist|ling, grunt|ing guttural,;pentameter;iambic;7;Beppo (stanza XLIV) (1817);Lord Byron;
Which we're obliged to hiss, and spit, and sputter all.;-+-+-+-+-+;-+-+-+-+-+--;Which we're |obliged |to hiss, |and spit, |and sputter all.;pentameter;iambic;8;Beppo (stanza XLIV) (1817);Lord Byron;
Bright star, would I were steadfast as thou art--;-+-+-+-+-+;++-+-+--++;Bright star, |would I |were stead|fast as |thou art--;pentameter;iambic;1;Bright Star(1819);John Keats;
Not in lone splendour hung aloft the night;-+-+-+-+-+;+-++-+-+-+;Not in |lone splen|dour hung |aloft |the night;pentameter;iambic;2;Bright Star(1819);John Keats;
And watching, with eternal lids apart,;-+-+-+-+-+;-+-+-+-+-+;And watch|ing, with |eter|nal lids |apart,;pentameter;iambic;3;Bright Star(1819);John Keats;
Like nature's patient, sleepless Eremite,;-+-+-+-+-+;-+-+-+-+-+;Like na|ture's pa|tient, sleep|less Er|emite,;pentameter;iambic;4;Bright Star(1819);John Keats;
The moving waters at their priestlike task;-+-+-+-+-+;-+-+-+-+-+;The mov|ing wa|ters at |their priest|like task;pentameter;iambic;5;Bright Star(1819);John Keats;
Of pure ablution round earth's human shores,;-+-+-+-+-+;-+-+-+++-+;Of pure |ablu|tion round |earth's hu|man shores,;pentameter;iambic;6;Bright Star(1819);John Keats;
Or gazing on the new soft-fallen mask;-+-+-+-+-+;-+---+++-+|-+-+-+++-+;Or gaz|ing on |the new |soft-fall|en mask;pentameter;iambic;7;Bright Star(1819);John Keats;
Of snow upon the mountains and the moors--;-+-+-+-+-+;-+-+-+-+-+;Of snow |upon |the moun|tains and |the moors--;pentameter;iambic;8;Bright Star(1819);John Keats;
No--yet still steadfast, still unchangeable,;-+-+-+-+-+;+-++-+-+-+;No--yet |still stead|fast, still |unchange|able,;pentameter;iambic;9;Bright Star(1819);John Keats;
Pillow'd upon my fair love's ripening breast,;-+-+-+-+-+;+--+-+++--+;Pillow'd |upon |my fair |love's rip|ening breast,;pentameter;iambic;10;Bright Star(1819);John Keats;
To feel for ever its soft fall and swell,;-+-+-+-+-+;-+-+--++-+;To feel |for ev|er its |soft fall |and swell,;pentameter;iambic;11;Bright Star(1819);John Keats;
Awake for ever in a sweet unrest,;-+-+-+-+-+;-+-+---+++|-+-+-+-+-+;Awake |for ev|er in |a sweet |unrest,;pentameter;iambic;12;Bright Star(1819);John Keats;
Still, still to hear her tender-taken breath,;-+-+-+-+-+;++-+-+-+-+;Still, still |to hear |her ten|der-tak|en breath,;pentameter;iambic;13;Bright Star(1819);John Keats;
And so live ever--or else swoon to death.;-+-+-+-+-+;-+++---+-+|-+++--++-+;And so |live ev|er--or |else swoon |to death.;pentameter;iambic;14;Bright Star(1819);John Keats;
It is not grow                     ing like a tree                     ;-+-+-+-+;-+-+-+-+;It is |not grow                     |ing like |a tree                     ;tetrameter;iambic;1;Cary/Morison Ode: The Turn 65-74(1640);Ben Jonson;
"In bulke, doth make man bet                     ter bee;                     ";-+-+-+-+;-+-+++-+;"In bulke, |doth make |man bet                     |ter bee;                     ";tetrameter;iambic;2;Cary/Morison Ode: The Turn 65-74(1640);Ben Jonson;
Or, stand                     ing long an Oake, three hun                     dred yeare,                     ;-+-+-+-+-+;-+-+-+++-+;Or, stand                     |ing long |an Oake, |three hun                     |dred yeare,                     ;pentameter;iambic;3;Cary/Morison Ode: The Turn 65-74(1640);Ben Jonson;
To fall a logge, at last, dry, bald, and seare:                     ;-+-+-+-+-+;-+-+-+++-+;To fall |a logge, |at last, |dry, bald, |and seare:                     ;pentameter;iambic;4;Cary/Morison Ode: The Turn 65-74(1640);Ben Jonson;
A Lil                     lie of a Day                     ;-+-+-+;-+-+-+;A Lil                     |lie of |a Day                     ;trimeter;iambic;5;Cary/Morison Ode: The Turn 65-74(1640);Ben Jonson;
"Is fair                     er farre, in May;                     ";-+-+-+;-+-+-+;"Is fair                     |er farre, |in May;                     ";trimeter;iambic;6;Cary/Morison Ode: The Turn 65-74(1640);Ben Jonson;
"Al though it fall and die that night;                     ";-+-+-+-+;-+-+-+-+;"Al though |it fall |and die |that night;                     ";tetrameter;iambic;7;Cary/Morison Ode: The Turn 65-74(1640);Ben Jonson;
It was the Plant, and flowre of light.                     ;-+-+-+-+;-+-+-+--+;It was |the Plant, |and flow|re of light.                     ;tetrameter;iambic;8;Cary/Morison Ode: The Turn 65-74(1640);Ben Jonson;
In small pro por                 tions we just beau                 ties see:;-+-+-+-+-+;-+-+--++-+;In small |pro por                 |tions we |just beau                 |ties see:;pentameter;iambic;9;Cary/Morison Ode: The Turn 65-74(1640);Ben Jonson;
And in short meas                 ures, life may per                 fect bee.;-+-+-+-+-+;--++-+-+-+;And in |short meas                 |ures, life |may per                 |fect bee.;pentameter;iambic;10;Cary/Morison Ode: The Turn 65-74(1640);Ben Jonson;
Thus with imagined wing our swift scene flies,;-+-+-+-+-+;+--+-+-+++;Thus with |imag|ined wing |our swift |scene flies,;pentameter;iambic;1;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
In motion of no less celerity;-+-+-+-+-+;-+--++-+-+;In mo|tion of |no less |celer|ity;pentameter;iambic;2;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
Than that of thought. Suppose that you have seen;-+-+-+-+-+;-+-+-+-+-+;Than that |of thought. |Suppose |that you |have seen;pentameter;iambic;3;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
The well-appointed king at Hampton pier;-+-+-+-+-+;-+-+-+-+-+;The well-|appoint|ed king |at Hamp|ton pier;pentameter;iambic;4;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
"Embark his royalty; and his brave fleet";-+-+-+-+-+;-+-+-+--++;"Embark |his roy|alty; |and his |brave fleet";pentameter;iambic;5;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
With silken streamers the young Phoebus fanning.;-+-+-+-+-+;-+-+--++-+-;With silk|en stream|ers the |young Phoeb|us fanning.;pentameter;iambic;6;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
Play with your fancies, and in them behold;-+-+-+-+-+;+--+-+-+-+;Play with |your fan|cies, and |in them |behold;pentameter;iambic;7;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
Upon the hempen tackle shipboys climbing:;-+-+-+-+-+;-+-+-+-+-+-;Upon |the hem|pen tack|le ship|boys climbing:;pentameter;iambic;8;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
Hear the shrill whistle which doth order give;-+-+-+-+-+;+-++-+-+-+;Hear the |shrill whist|le which |doth or|der give;pentameter;iambic;9;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
"To sounds confused; behold the threaden sails,";-+-+-+-+-+;-+-+-+-+-+;"To sounds |confused; |behold |the thread|en sails,";pentameter;iambic;10;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
Borne with the invisible and creeping wind,;-+-+-+-+-+;+---+-+-+-+;Borne with |the invis|ible |and creep|ing wind,;pentameter;iambic;11;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
Draw the huge bottoms through the furrowed sea,;-+-+-+-+-+;+-++-+-+-+|+-++---+-+;Draw the |huge bot|toms through |the fur|rowed sea,;pentameter;iambic;12;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
Breasting the lofty surge. O, do but think;-+-+-+-+-+;+--+-++--+;Breasting |the loft|y surge. |O, do |but think;pentameter;iambic;13;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
You stand upon the rivage and behold;-+-+-+-+-+;-+-+-+-+-+;You stand |upon |the riv|age and |behold;pentameter;iambic;14;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
"A city on the inconstant billows dancing;";-+-+-+-+-+;-+-+--+-+-+-;"A cit|y on |the incon|stant bil|lows dancing;";pentameter;iambic;15;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
For so appears this fleet majestical,;-+-+-+-+-+;-+-+-+-+-+;For so |appears |this fleet |majest|ical,;pentameter;iambic;16;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
Holding due course to Harfleur. Follow, follow!;-+-+-+-+-+;+-++-+++-+-;Holding |due course |to Har|fleur. Fol|low, follow!;pentameter;iambic;17;Chorus (Henry the Fifth III.i.1-17)(1599);William Shakespeare;
Who travels by the wearie wandring way,;-+-+-+-+-+;-+-+-+-+-+;Who trav|els by |the wear|ie wan|dring way,;pentameter;iambic;1;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
To come vnto his wished home in haste,;-+-+-+-+-+;-++--+-+-+;To come |vnto |his wish|ed home |in haste,;pentameter;iambic;2;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
And meetes a flood, that doth his passage stay,;-+-+-+-+-+;-+-+-+-+-+;And meetes |a flood, |that doth |his pass|age stay,;pentameter;iambic;3;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
Is not great grace to helpe him ouer past,;-+-+-+-+-+;-+++-+-+-+;Is not |great grace |to helpe |him ou|er past,;pentameter;iambic;4;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
Or free his feet, that in the myre sticke fast?;-+-+-+-+-+;-+-+-+-+++|-+-+---+++;Or free |his feet, |that in |the myre |sticke fast?;pentameter;iambic;5;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
Most enuious man, that grieues at neighbours good,;-+-+-+-+-+;++--+-+-+-+;Most en|uious man, |that grieues |at neigh|bours good,;pentameter;iambic;6;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
And fond, that ioyest in the woe thou hast,;-+-+-+-+-+;-+-+-+-+-+;And fond, |that ioy|est in |the woe |thou hast,;pentameter;iambic;7;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
Why wilt not let him pass, that long hath stood;-+-+-+-+-+;+--+-+-+-+;Why wilt |not let |him pass, |that long |hath stood;pentameter;iambic;8;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
Vpon the banke, yet wilt thy selfe not passe the flood?;-+-+-+-+-+-+;-+-+-+-+++-+;Vpon |the banke, |yet wilt |thy selfe |not passe |the flood?;hexameter;iambic;9;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
He there does now enjoy eternall rest;-+-+-+-+-+;-+-+-+-+-+;He there |does now |enjoy |eter|nall rest;pentameter;iambic;10;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
And happie ease, which thou doest want and craue,;-+-+-+-+-+;-+-+-+-+-+;And hap|pie ease, |which thou |doest want |and craue,;pentameter;iambic;11;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
And further from it daily wanderest:;-+-+-+-+-+;-+-+-+-+-+;And fur|ther from |it dai|ly wan|derest:;pentameter;iambic;12;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
What if some little paine the passage haue,;-+-+-+-+-+;-+-+-+-+-+;What if |some lit|tle paine |the pas|sage haue,;pentameter;iambic;13;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
That makes fraile flesh to feare the bitter waue?;-+-+-+-+-+;-+++-+-+-+;That makes |fraile flesh |to feare |the bit|ter waue?;pentameter;iambic;14;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
Is not short paine well borne, that brings long ease,;-+-+-+-+-+;--++++-+++;Is not |short paine |well borne, |that brings |long ease,;pentameter;iambic;15;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
And layes the soule to sleepe in quiet graue?;-+-+-+-+-+;-+-+-+-+-+;And layes |the soule |to sleepe |in qui|et graue?;pentameter;iambic;16;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
Sleepe after toyle, port after stormy seas,;-+-+-+-+-+;+--++--+-+;Sleepe af|ter toyle, |port af|ter storm|y seas,;pentameter;iambic;17;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
Ease after warre, death after life does greatly please.;-+-+-+-+-+;+--++--+-+-+;Ease af|ter warre, |death af|ter life |does great|ly please.;hexameter;iambic;18;Despayre in Praise of Suicide (Faerie Queene 1.9.39-40)(1596);Edmund Spenser;
The sea is calm to                     night.                 ;-+-+-+;-+-+-+;The sea |is calm |to                     night.                 ;trimeter;iambic;1;Dover Beach(1867);Matthew Arnold;
The tide is full, the moon lies fair                 ;-+-+-+-+;-+-+-+++;The tide |is full, |the moon |lies fair                 ;tetrameter;iambic;2;Dover Beach(1867);Matthew Arnold;
"U pon the straits; on the French coast, the light                 ";-+-+-+-+-+;-+-+--++-+;"U pon |the straits; |on the |French coast, |the light                 ";pentameter;iambic;3;Dover Beach(1867);Matthew Arnold;
"Gleams and is gone; the cliffs of Eng                 land stand,                 ";-+-+-+-+-+;+--+-+-+-+;"Gleams and |is gone; |the cliffs |of Eng                 |land stand,                 ";pentameter;iambic;4;Dover Beach(1867);Matthew Arnold;
Glim mer             ing and vast, out in the tran             quil bay.             ;-+-+-+-+-+;+---++--+-+;Glim mer             |ing and vast, |out in |the tran             |quil bay.             ;pentameter;iambic;5;Dover Beach(1867);Matthew Arnold;
Come to the win             dow, sweet is the night             -air!         ;-+-+-+-+-+;+--+-+--++;Come to |the win             |dow, sweet |is the |night             -air!         ;pentameter;iambic;6;Dover Beach(1867);Matthew Arnold;
On ly, from the long line of spray         ;-+-+-+-+;+---++-+;On ly, |from the |long line |of spray         ;tetrameter;iambic;7;Dover Beach(1867);Matthew Arnold;
Where the sea meets the moon         -blanched land,         ;-+-+-+-+;--++-+++;Where the |sea meets |the moon         |-blanched land,         ;tetrameter;iambic;8;Dover Beach(1867);Matthew Arnold;
Lis ten! you hear the grat         ing roar         ;-+-+-+-+;+--+-+-+;Lis ten! |you hear |the grat         |ing roar         ;tetrameter;iambic;9;Dover Beach(1867);Matthew Arnold;
Of peb         bles which the waves draw back, and fling,         ;-+-+-+-+-+;-+-+-+++-+;Of peb         |bles which |the waves |draw back, |and fling,         ;pentameter;iambic;10;Dover Beach(1867);Matthew Arnold;
At their re turn up the high strand,         ;-+-+-+-+;---++-++;At their |re turn |up the |high strand,         ;tetrameter;iambic;11;Dover Beach(1867);Matthew Arnold;
Be gin, and cease, and then a gain be         gin,     ;-+-+-+-+-+;-+-+-+-+-+;Be gin, |and cease, |and then |a gain |be         gin,     ;pentameter;iambic;12;Dover Beach(1867);Matthew Arnold;
With trem     u lous ca dence slow, and bring ;-+-+-+-+;-+--+-+-+;With trem     |u lous ca |dence slow, |and bring ;tetrameter;iambic;13;Dover Beach(1867);Matthew Arnold;
The e tern al note of sad ness in. ;-+-+-+-+;--+-+-+-+;The e tern |al note |of sad |ness in. ;tetrameter;iambic;14;Dover Beach(1867);Matthew Arnold;
So pho cles long a go ;-+-+-+;+--+-+;So pho |cles long |a go ;trimeter;iambic;15;Dover Beach(1867);Matthew Arnold;
Heard it on the Ae ge an, and it brought ;-+-+-+-+-+;+-+--+-+-+;Heard it |on the |Ae ge |an, and |it brought ;pentameter;iambic;16;Dover Beach(1867);Matthew Arnold;
In to his mind the tur bid ebb and flow ;-+-+-+-+-+;-+-+-+-+-+|+--+-+-+-+;In to |his mind |the tur |bid ebb |and flow ;pentameter;iambic;17;Dover Beach(1867);Matthew Arnold;
"Of hum an mis er y; we  ";-+-+-+;-+-+--+;"Of hum |an mis |er y; we  ";trimeter;iambic;18;Dover Beach(1867);Matthew Arnold;
Find al so in the sound a thought, ;-+-+-+-+;++---+-+;Find al |so in |the sound |a thought, ;tetrameter;iambic;19;Dover Beach(1867);Matthew Arnold;
Hear ing it by this dis tant north ern sea. ;-+-+-+-+-+;+--+-+-+-+;Hear ing |it by |this dis |tant north |ern sea. ;pentameter;iambic;20;Dover Beach(1867);Matthew Arnold;
The Sea of Faith ;-+-+;-+-+;The Sea |of Faith ;;iambic;21;Dover Beach(1867);Matthew Arnold;dimeter
Was once, too, at the full, and round earth's shore ;-+-+-+-+-+;-++--+-+++;Was once, |too, at |the full, |and round |earth's shore ;pentameter;iambic;22;Dover Beach(1867);Matthew Arnold;
Lay like the folds of a bright gird le furled. ;-+-+-+-+-+;+--+--++-+;Lay like |the folds |of a |bright gird |le furled. ;pentameter;iambic;23;Dover Beach(1867);Matthew Arnold;
But now I on ly hear ;-+-+-+;-+-+-+;But now |I on |ly hear ;trimeter;iambic;24;Dover Beach(1867);Matthew Arnold;
Its mel an chol y, long, with draw ing roar, ;-+-+-+-+-+;-+-+-+-+-+;Its mel |an chol |y, long, |with draw |ing roar, ;pentameter;iambic;25;Dover Beach(1867);Matthew Arnold;
Re treat ing, to the breath ;-+-+-+;-+-+-+;Re treat |ing, to |the breath ;trimeter;iambic;26;Dover Beach(1867);Matthew Arnold;
Of the night -wind, down the vast edg es drear ;-+-+-+-+-+;--+++-++-+;Of the |night -wind, |down the |vast edg |es drear ;pentameter;iambic;27;Dover Beach(1867);Matthew Arnold;
And na ked shin gles of the world. ;-+-+-+-+;-+-+-+-+;And na |ked shin |gles of |the world. ;tetrameter;iambic;28;Dover Beach(1867);Matthew Arnold;
